,Model,Dataset,RMSE,Training Time
0,LGBMRegressor,dataset_1,20.339575413000695,0.7383868217468261
1,XGBRegressor,dataset_1,19.812993154935914,0.4746675968170166
2,AdaBoostRegressor,dataset_1,32.54127055238176,8.165611076354981
3,StackingRegressor,dataset_1,19.722696836241617,47.31176323890686
